customer_id,snapshot_date,city_tier,age_group,acquisition_channel,loyalty_tier,preferred_category,marketing_consent,recency_days,frequency_180d,monetary_180d,return_rate_180d,avg_discount_pct_180d,avg_rating_180d,category_diversity_180d,ticket_count_90d,negative_ticket_rate_90d,avg_resolution_hours_90d,days_since_signup,sessions_30d,product_views_30d,cart_adds_30d,wishlist_adds_30d,abandoned_carts_30d,email_opens_30d,campaign_clicks_30d,last_visit_days_ago,churn_next_60d,split
CUST01166,2025-09-30,Tier 3,25-34,Marketplace,Gold,Skin Care,No,41,2,1845.94,0.0,0.175,2.0,1,1,1.0,42.9,255,2,8,0,0,0,0,0,0,1,train
CUST01167,2025-09-30,Tier 1,35-44,Google Search,None,Skin Care,Yes,23,4,3206.29,0.0,0.315,3.25,4,0,0,0,515,3,8,1,1,1,5,0,0,0,train
CUST01168,2025-09-30,Tier 3,45+,Referral,None,Hair Care,Yes,14,1,510.5,0.0,0.3,4.0,1,0,0,0,293,8,26,1,1,0,6,2,2,0,train
CUST01169,2025-09-30,Tier 1,18-24,Google Search,Gold,Wellness,Yes,54,1,1183.74,1.0,0.36,3.0,1,1,1.0,38.9,136,13,54,6,3,3,10,5,5,0,test
CUST01170,2025-09-30,Tier 2,45+,Marketplace,None,Makeup,Yes,139,1,294.87,0.0,0.34,4.0,1,0,0,0,310,2,11,0,0,0,1,0,41,1,train
CUST01171,2025-09-30,Tier 1,25-34,Referral,None,Hair Care,Yes,132,1,744.73,0.0,0.51,5.0,1,0,0,0,202,3,17,1,1,0,0,0,28,0,train
CUST01172,2025-09-30,Tier 1,25-34,Influencer,None,Baby Care,Yes,27,3,3081.49,0.0,0.187,3.67,2,0,0,0,582,4,22,1,0,0,0,0,6,0,train
CUST01173,2025-09-30,Tier 1,45+,Google Search,None,Fragrance,No,78,2,969.44,0.0,0.23,4.5,2,0,0,0,590,9,35,2,3,0,0,0,18,0,train
CUST01174,2025-09-30,Tier 1,35-44,Instagram,None,Skin Care,Yes,89,1,398.68,0.0,0.31,4.0,1,0,0,0,259,10,51,2,2,1,3,1,10,1,train
CUST01175,2025-09-30,Tier 1,18-24,Influencer,None,Skin Care,Yes,48,3,2166.05,0.0,0.287,5.0,2,0,0,0,623,9,31,1,2,0,3,1,7,0,train
CUST01176,2025-09-30,Tier 1,35-44,Organic,None,Skin Care,Yes,215,0,0,0,0,3.5,0,0,0,0,239,6,35,3,1,1,3,1,44,1,train
CUST01177,2025-09-30,Tier 3,18-24,Marketplace,None,Makeup,No,56,3,2144.58,0.0,0.277,4.67,3,0,0,0,321,0,0,0,0,0,0,0,8,0,test
CUST01178,2025-09-30,Tier 1,25-34,Marketplace,None,Makeup,Yes,67,3,1298.14,0.0,0.32,4.67,2,0,0,0,139,10,59,2,1,1,2,1,23,1,train
CUST01179,2025-09-30,Tier 2,18-24,Instagram,Silver,Wellness,No,108,1,536.83,0.0,0.2,5.0,1,0,0,0,138,5,13,2,0,1,0,0,8,1,train
CUST01180,2025-09-30,Tier 2,25-34,Google Search,Gold,Skin Care,Yes,23,2,2328.54,1.0,0.255,2.5,2,2,0.5,25.05,55,2,10,0,1,0,4,1,10,0,train
CUST01181,2025-09-30,Tier 1,25-34,Instagram,None,Skin Care,No,137,1,296.32,0.0,0.3,4.0,1,0,0,0,158,2,6,1,0,0,0,0,14,1,train
CUST01182,2025-09-30,Tier 2,25-34,Marketplace,None,Wellness,No,108,1,520.96,0.0,0.39,5.0,1,0,0,0,492,8,33,4,2,2,0,0,31,0,test
CUST01183,2025-09-30,Tier 1,45+,Instagram,Silver,Hair Care,No,6,1,568.08,0.0,0.09,5.0,1,0,0,0,382,0,0,0,0,0,0,0,3,0,train
CUST01184,2025-09-30,Tier 2,25-34,Organic,None,Skin Care,Yes,30,3,1606.64,0.0,0.213,4.67,3,0,0,0,295,5,26,2,0,1,3,1,25,0,train
CUST01185,2025-09-30,Tier 1,35-44,Referral,Silver,Skin Care,Yes,23,2,1286.63,0.0,0.185,3.5,2,0,0,0,524,1,3,0,0,0,6,2,17,0,validation
CUST01186,2025-09-30,Tier 1,18-24,Google Search,None,Fragrance,Yes,153,2,2183.8,0.0,0.235,4.0,1,0,0,0,248,1,3,0,0,0,0,0,36,1,train
CUST01187,2025-09-30,Tier 2,45+,Google Search,Silver,Hair Care,Yes,26,3,1729.96,0.0,0.397,4.33,3,1,1.0,16.7,151,3,13,0,0,0,0,0,13,0,test
CUST01188,2025-09-30,Tier 3,25-34,Referral,Gold,Skin Care,Yes,92,2,688.52,0.5,0.57,2.0,2,1,1.0,21.0,173,14,35,3,4,1,7,3,8,1,train
CUST01189,2025-09-30,Tier 1,25-34,Organic,None,Hair Care,No,161,2,2721.23,0.0,0.06,1.0,1,0,0,0,474,7,34,2,1,1,0,0,16,1,train
CUST01190,2025-09-30,Tier 1,18-24,Organic,None,Hair Care,Yes,27,3,1339.05,0.0,0.34,3.33,3,0,0,0,277,3,13,1,0,0,0,0,0,0,train
CUST01191,2025-09-30,Tier 1,18-24,Instagram,None,Fragrance,No,52,1,510.71,0.0,0.57,4.0,1,0,0,0,96,1,3,0,0,0,0,0,13,1,train
CUST01192,2025-09-30,Tier 1,25-34,Google Search,None,Baby Care,Yes,24,3,1408.4,0.0,0.14,4.33,2,0,0,0,220,11,65,2,3,1,5,0,14,0,train
CUST01193,2025-09-30,Tier 1,18-24,Organic,Silver,Wellness,Yes,457,0,0,0,0,3.5,0,0,0,0,586,0,0,0,0,0,0,0,60,1,train
CUST01194,2025-09-30,Tier 2,25-34,Referral,None,Hair Care,Yes,85,2,1089.0,0.5,0.365,5.0,2,1,1.0,24.0,462,2,7,0,0,0,6,1,34,1,train
CUST01195,2025-09-30,Tier 3,25-34,Marketplace,Silver,Fragrance,Yes,94,1,542.27,1.0,0.23,3.0,1,0,0,0,140,4,22,0,1,0,5,0,2,1,train
CUST01196,2025-09-30,Tier 1,25-34,Influencer,None,Makeup,Yes,111,2,2239.79,0.5,0.285,5.0,2,0,0,0,584,9,30,2,2,1,5,1,16,1,test
CUST01197,2025-09-30,Tier 2,25-34,Google Search,None,Baby Care,Yes,77,2,406.22,0.0,0.46,3.5,1,0,0,0,181,3,12,0,1,0,8,3,18,1,train
CUST01198,2025-09-30,Tier 2,25-34,Influencer,Silver,Wellness,Yes,31,1,592.73,0.0,0.32,5.0,1,1,0.0,11.7,63,5,16,1,1,1,1,0,6,0,train
CUST01199,2025-09-30,Tier 2,35-44,Referral,Silver,Baby Care,No,359,0,0,0,0,3.5,0,0,0,0,500,1,5,1,0,1,0,0,60,1,train
CUST01200,2025-09-30,Tier 2,45+,Organic,Platinum,Fragrance,Yes,58,1,524.27,0.0,0.02,4.0,1,0,0,0,135,5,18,1,0,0,3,1,7,0,validation
CUST01201,2025-09-30,Tier 3,45+,Marketplace,Platinum,Hair Care,No,158,1,842.85,0.0,0.23,4.0,1,0,0,0,525,7,33,4,1,2,0,0,24,1,train
CUST01202,2025-09-30,Tier 3,18-24,Google Search,None,Fragrance,Yes,132,1,650.67,0.0,0.3,4.0,1,0,0,0,132,10,26,1,0,1,7,3,33,1,train
CUST01203,2025-09-30,Tier 1,45+,Instagram,None,Hair Care,Yes,60,1,149.0,0.0,0.56,4.0,1,0,0,0,312,4,16,1,1,0,1,0,7,0,train
CUST01204,2025-09-30,Tier 1,25-34,Organic,Gold,Skin Care,Yes,81,1,493.88,0.0,0.36,5.0,1,0,0,0,556,0,0,0,0,0,0,0,17,0,train
CUST01205,2025-09-30,Tier 1,35-44,Google Search,None,Hair Care,Yes,262,0,0,0,0,3.5,0,0,0,0,602,1,5,0,0,0,2,0,38,1,train
CUST01206,2025-09-30,Tier 1,18-24,Instagram,None,Makeup,No,73,1,819.46,0.0,0.16,3.0,1,0,0,0,73,10,52,1,2,0,0,0,30,1,train
CUST01207,2025-09-30,Tier 1,35-44,Instagram,None,Skin Care,No,110,1,350.93,0.0,0.43,3.0,1,0,0,0,507,0,0,0,0,0,0,0,21,1,train
CUST01208,2025-09-30,Tier 2,35-44,Instagram,Silver,Fragrance,Yes,95,2,834.32,0.0,0.33,4.0,2,0,0,0,289,1,3,0,0,0,4,2,15,0,train
CUST01209,2025-09-30,Tier 1,35-44,Marketplace,None,Skin Care,Yes,14,2,674.55,0.0,0.41,3.5,2,0,0,0,581,5,27,2,1,0,6,1,1,0,train
CUST01210,2025-09-30,Tier 2,25-34,Instagram,Silver,Makeup,Yes,266,0,0,0,0,3.5,0,0,0,0,557,0,0,0,0,0,5,1,54,1,train
CUST01211,2025-09-30,Tier 2,25-34,Instagram,Platinum,Skin Care,Yes,5,3,2452.85,0.333,0.407,2.67,3,2,0.0,6.0,576,8,42,2,2,1,4,1,2,0,train
CUST01212,2025-09-30,Tier 1,18-24,Influencer,None,Baby Care,Yes,20,2,2285.58,0.0,0.435,4.5,2,0,0,0,446,0,0,0,0,0,2,1,0,0,train
CUST01213,2025-09-30,Tier 2,35-44,Referral,Silver,Wellness,Yes,163,1,492.41,0.0,0.21,4.0,1,0,0,0,382,3,14,2,0,0,5,1,33,1,validation
CUST01214,2025-09-30,Tier 3,25-34,Instagram,Silver,Makeup,No,124,1,1069.42,0.0,0.25,5.0,1,0,0,0,577,2,12,0,1,0,0,0,31,1,train
CUST01215,2025-09-30,Tier 2,35-44,Influencer,None,Makeup,Yes,80,2,1232.11,0.0,0.215,4.5,1,0,0,0,268,0,0,0,0,0,5,2,25,0,train
CUST01216,2025-09-30,Tier 3,25-34,Instagram,Silver,Skin Care,Yes,107,1,1022.33,0.0,0.35,5.0,1,0,0,0,138,10,57,1,2,0,5,2,24,1,train
CUST01217,2025-09-30,Tier 3,25-34,Referral,None,Makeup,No,163,1,630.07,0.0,0.26,4.0,1,0,0,0,226,6,33,1,0,1,0,0,36,1,validation
CUST01218,2025-09-30,Tier 1,25-34,Organic,Silver,Skin Care,No,0,1,738.52,0.0,0.24,3.0,1,0,0,0,486,6,26,1,1,1,0,0,2,0,train
CUST01219,2025-09-30,Tier 1,25-34,Google Search,None,Wellness,Yes,86,2,832.04,0.0,0.35,4.5,1,1,1.0,50.1,361,5,15,1,0,0,1,0,20,0,train
CUST01220,2025-09-30,Tier 1,45+,Influencer,None,Wellness,No,98,1,1095.74,0.0,0.23,2.0,1,0,0,0,193,1,3,1,0,0,0,0,25,1,train
CUST01221,2025-09-30,Tier 3,45+,Google Search,None,Hair Care,Yes,13,1,405.2,0.0,0.33,4.0,1,0,0,0,107,6,18,1,1,1,2,0,21,0,train
CUST01222,2025-09-30,Tier 1,18-24,Marketplace,Silver,Fragrance,Yes,18,1,1199.39,0.0,0.04,4.0,1,0,0,0,25,0,0,0,0,0,5,1,14,0,train
CUST01223,2025-09-30,Tier 1,18-24,Instagram,Gold,Hair Care,No,118,3,1444.4,0.0,0.387,3.0,3,0,0,0,386,1,4,0,0,0,0,0,29,1,train
CUST01224,2025-09-30,Tier 3,45+,Organic,None,Wellness,Yes,33,1,1005.1,0.0,0.33,4.0,1,0,0,0,439,7,26,3,1,2,4,2,7,1,train
CUST01225,2025-09-30,Tier 1,35-44,Organic,None,Skin Care,Yes,97,1,620.28,0.0,0.03,5.0,1,1,1.0,31.9,157,3,16,2,1,1,1,0,13,1,train
CUST01226,2025-09-30,Tier 1,18-24,Instagram,Silver,Makeup,No,37,3,1546.94,0.667,0.333,4.67,3,1,1.0,14.3,366,6,35,2,0,1,0,0,14,1,train
CUST01227,2025-09-30,Tier 2,25-34,Referral,Silver,Wellness,No,43,3,1385.66,0.333,0.317,4.67,3,1,1.0,43.2,303,8,48,2,1,1,0,0,6,1,train
CUST01228,2025-09-30,Tier 2,45+,Instagram,Silver,Makeup,Yes,212,0,0,0,0,3.5,0,0,0,0,446,1,6,0,0,0,1,0,28,1,train
CUST01229,2025-09-30,Tier 1,25-34,Google Search,None,Baby Care,Yes,147,1,484.49,0.0,0.23,5.0,1,0,0,0,627,5,15,3,1,1,0,0,8,1,validation
CUST01230,2025-09-30,Tier 2,25-34,Marketplace,None,Skin Care,Yes,112,1,370.67,0.0,0.24,3.0,1,0,0,0,247,2,8,0,0,0,1,0,24,1,train
CUST01231,2025-09-30,Tier 1,45+,Organic,None,Hair Care,No,226,0,0,0,0,3.5,0,0,0,0,308,0,0,0,0,0,0,0,41,0,train
CUST01232,2025-09-30,Tier 1,25-34,Organic,None,Skin Care,No,183,0,0,0,0,3.5,0,0,0,0,307,8,34,3,1,1,0,0,39,1,train
CUST01233,2025-09-30,Tier 3,25-34,Instagram,None,Skin Care,Yes,64,1,551.18,0.0,0.29,4.0,1,0,0,0,503,8,42,1,1,1,0,0,5,0,train
CUST01234,2025-09-30,Tier 1,25-34,Google Search,None,Hair Care,Yes,115,2,1809.4,0.0,0.215,4.5,2,0,0,0,216,3,10,1,1,0,4,1,32,1,train
CUST01235,2025-09-30,Tier 3,18-24,Google Search,None,Baby Care,Yes,161,1,522.53,0.0,0.15,4.0,1,0,0,0,476,3,12,1,0,0,2,1,26,1,train
CUST01236,2025-09-30,Tier 1,18-24,Instagram,Gold,Hair Care,Yes,6,3,971.97,0.0,0.31,3.33,3,0,0,0,595,8,37,3,2,1,2,0,0,0,train
CUST01237,2025-09-30,Tier 2,25-34,Marketplace,None,Skin Care,Yes,103,2,1243.5,0.0,0.325,4.0,2,0,0,0,342,1,3,0,0,0,2,0,10,1,train
CUST01238,2025-09-30,Tier 1,25-34,Organic,None,Skin Care,Yes,68,3,3438.43,0.0,0.253,4.67,3,1,1.0,19.3,556,1,3,0,0,0,3,1,14,0,test
CUST01239,2025-09-30,Tier 1,25-34,Instagram,Silver,Hair Care,No,193,0,0,0,0,3.5,0,0,0,0,255,7,37,2,0,1,0,0,35,0,train
CUST01240,2025-09-30,Tier 2,25-34,Referral,None,Skin Care,Yes,19,1,434.11,0.0,0.34,4.0,1,0,0,0,182,10,42,3,2,1,5,2,14,1,train
CUST01241,2025-09-30,Tier 1,35-44,Marketplace,None,Baby Care,Yes,38,1,185.08,0.0,0.28,4.0,1,0,0,0,55,9,31,1,2,1,11,0,15,0,validation
CUST01242,2025-09-30,Tier 1,18-24,Instagram,Gold,Fragrance,Yes,29,5,6982.41,0.0,0.262,3.8,4,1,0.0,6.8,380,0,0,0,0,0,5,2,15,0,test
CUST01243,2025-09-30,Tier 1,25-34,Referral,None,Skin Care,No,74,3,1470.48,0.0,0.297,4.67,1,0,0,0,238,8,44,4,1,3,0,0,14,1,train
CUST01244,2025-09-30,Tier 3,25-34,Influencer,Gold,Hair Care,No,34,2,2233.4,0.0,0.21,3.5,2,1,1.0,49.1,607,7,37,2,0,1,0,0,4,0,validation
CUST01245,2025-09-30,Tier 2,45+,Google Search,None,Baby Care,No,255,0,0,0,0,3.5,0,0,0,0,443,2,6,0,0,0,0,0,60,1,test
CUST01246,2025-09-30,Tier 2,18-24,Influencer,Silver,Fragrance,Yes,262,0,0,0,0,3.5,0,0,0,0,429,1,4,0,0,0,8,3,60,0,test
CUST01247,2025-09-30,Tier 1,35-44,Instagram,None,Skin Care,Yes,3,1,1439.66,0.0,0.24,3.0,1,1,1.0,44.4,45,12,51,5,1,1,4,2,0,0,test
CUST01248,2025-09-30,Tier 2,25-34,Instagram,None,Fragrance,Yes,103,1,1386.38,0.0,0.31,5.0,1,0,0,0,129,5,28,0,1,0,3,1,15,0,validation
CUST01249,2025-09-30,Tier 1,18-24,Marketplace,Platinum,Skin Care,Yes,57,4,2733.47,0.0,0.203,3.5,3,0,0,0,148,12,45,7,3,4,10,4,11,0,train
CUST01250,2025-09-30,Tier 2,25-34,Organic,Silver,Makeup,Yes,175,1,612.27,0.0,0.34,4.0,1,0,0,0,193,0,0,0,0,0,4,2,35,0,train
CUST01251,2025-09-30,Tier 3,25-34,Marketplace,None,Hair Care,Yes,52,1,420.63,0.0,0.38,4.0,1,0,0,0,471,3,10,2,1,1,5,1,10,1,train
CUST01252,2025-09-30,Tier 1,35-44,Marketplace,Gold,Makeup,Yes,38,2,2038.93,0.0,0.245,4.5,2,0,0,0,283,1,3,0,0,0,0,0,18,1,train
CUST01253,2025-09-30,Tier 2,45+,Referral,None,Makeup,Yes,99,2,2035.62,0.0,0.15,4.0,2,0,0,0,298,13,62,4,3,2,7,1,27,1,test
CUST01254,2025-09-30,Tier 3,25-34,Instagram,Silver,Skin Care,No,76,2,2465.71,0.0,0.445,4.0,1,1,1.0,27.1,289,3,16,1,1,0,0,0,4,0,train
CUST01255,2025-09-30,Tier 2,25-34,Referral,None,Baby Care,No,78,1,2060.75,0.0,0.11,5.0,1,1,1.0,19.0,125,8,35,2,0,1,0,0,15,0,train
CUST01256,2025-09-30,Tier 3,35-44,Referral,None,Baby Care,Yes,286,0,0,0,0,3.5,0,0,0,0,305,3,15,1,0,0,4,1,56,1,train
CUST01257,2025-09-30,Tier 2,25-34,Instagram,Silver,Makeup,Yes,27,2,765.27,0.5,0.28,3.5,1,1,1.0,43.6,530,4,21,0,0,0,6,0,4,1,test
CUST01258,2025-09-30,Tier 2,45+,Google Search,Silver,Hair Care,Yes,250,0,0,0,0,3.5,0,0,0,0,491,7,18,2,2,1,3,0,60,1,test
CUST01259,2025-09-30,Tier 1,25-34,Organic,Silver,Skin Care,No,94,1,694.35,1.0,0.32,1.0,1,1,1.0,1.0,607,0,0,0,0,0,0,0,10,1,train
CUST01260,2025-09-30,Tier 1,25-34,Instagram,None,Baby Care,Yes,9,1,913.67,0.0,0.02,3.0,1,0,0,0,27,4,20,2,0,1,0,0,8,0,validation
CUST01261,2025-09-30,Tier 1,25-34,Marketplace,Gold,Hair Care,No,18,1,345.05,0.0,0.28,1.0,1,0,0,0,127,1,3,0,0,0,0,0,0,0,validation
CUST01262,2025-09-30,Tier 1,45+,Influencer,Silver,Skin Care,Yes,25,1,195.09,0.0,0.57,5.0,1,0,0,0,136,11,43,6,1,2,6,2,9,1,train
CUST01263,2025-09-30,Tier 2,25-34,Google Search,Platinum,Skin Care,Yes,32,4,2970.8,0.25,0.307,4.25,2,1,0.0,23.2,542,5,20,0,1,0,3,1,24,0,train
CUST01264,2025-09-30,Tier 1,18-24,Organic,Silver,Wellness,Yes,51,1,2114.74,0.0,0.34,3.0,1,0,0,0,541,6,21,1,1,0,3,1,16,1,train
CUST01265,2025-09-30,Tier 1,25-34,Marketplace,Silver,Hair Care,Yes,15,2,1398.17,0.0,0.42,4.0,2,0,0,0,90,12,38,2,3,1,1,0,10,0,train
CUST01266,2025-09-30,Tier 3,35-44,Instagram,None,Skin Care,No,51,3,2447.06,0.0,0.137,4.0,3,0,0,0,526,8,42,3,2,1,0,0,17,0,train
CUST01267,2025-09-30,Tier 1,25-34,Organic,Silver,Hair Care,Yes,58,2,769.57,0.0,0.25,4.5,1,1,1.0,19.9,594,2,5,1,1,0,4,1,26,0,train
CUST01268,2025-09-30,Tier 3,18-24,Marketplace,None,Hair Care,Yes,19,1,471.22,1.0,0.06,2.0,1,1,1.0,21.0,496,5,23,2,1,1,5,2,2,1,train
CUST01269,2025-09-30,Tier 2,18-24,Google Search,None,Hair Care,Yes,57,1,534.09,0.0,0.08,4.0,1,0,0,0,82,4,10,0,1,0,4,1,18,0,train
CUST01270,2025-09-30,Tier 3,45+,Organic,None,Skin Care,Yes,57,1,309.87,0.0,0.43,4.0,1,1,1.0,36.1,119,4,10,2,1,1,10,0,20,0,train
CUST01271,2025-09-30,Tier 1,25-34,Organic,None,Hair Care,Yes,12,1,529.98,0.0,0.31,4.0,1,0,0,0,68,8,30,2,1,1,4,0,5,0,train
CUST01272,2025-09-30,Tier 1,18-24,Organic,None,Makeup,Yes,44,1,1860.0,0.0,0.27,5.0,1,0,0,0,238,1,5,0,0,0,0,0,8,0,train
CUST01273,2025-09-30,Tier 3,35-44,Instagram,None,Hair Care,Yes,149,1,1219.74,0.0,0.37,5.0,1,0,0,0,389,1,5,0,0,0,2,0,22,1,test
CUST01274,2025-09-30,Tier 1,18-24,Referral,Gold,Skin Care,No,25,2,802.94,0.0,0.415,4.0,1,0,0,0,566,15,49,6,1,4,0,0,0,0,train
CUST01275,2025-09-30,Tier 1,35-44,Instagram,None,Skin Care,Yes,34,3,2647.93,0.0,0.267,4.33,3,0,0,0,215,14,74,3,2,2,4,2,0,0,train
CUST01276,2025-09-30,Tier 2,25-34,Organic,Silver,Skin Care,No,120,1,412.12,0.0,0.4,4.0,1,0,0,0,256,3,12,0,1,0,0,0,22,0,train
CUST01277,2025-09-30,Tier 2,25-34,Referral,None,Baby Care,Yes,99,1,732.91,0.0,0.34,4.0,1,0,0,0,477,6,16,2,1,1,5,2,12,1,train
CUST01278,2025-09-30,Tier 1,25-34,Referral,Silver,Wellness,No,65,2,791.53,0.0,0.225,3.5,2,0,0,0,598,1,5,0,0,0,0,0,6,0,train
CUST01279,2025-09-30,Tier 1,25-34,Organic,Silver,Makeup,Yes,101,1,1494.42,1.0,0.35,4.0,1,0,0,0,157,3,12,1,0,0,3,1,31,1,test
CUST01280,2025-09-30,Tier 3,35-44,Referral,Silver,Skin Care,Yes,35,4,3888.23,0.0,0.247,4.25,4,0,0,0,545,5,18,1,1,0,3,0,0,0,validation
CUST01281,2025-09-30,Tier 1,45+,Instagram,None,Wellness,No,215,0,0,0,0,3.5,0,0,0,0,318,4,24,2,0,0,0,0,43,1,train
CUST01282,2025-09-30,Tier 1,35-44,Marketplace,Silver,Fragrance,Yes,78,1,499.65,0.0,0.2,5.0,1,1,0.0,24.9,204,5,14,1,0,0,3,0,22,1,train
CUST01283,2025-09-30,Tier 2,18-24,Referral,None,Makeup,Yes,40,8,5650.74,0.125,0.328,3.62,5,1,1.0,1.0,310,7,39,2,0,1,0,0,0,1,train
CUST01284,2025-09-30,Tier 3,35-44,Google Search,None,Makeup,Yes,192,0,0,0,0,3.5,0,0,0,0,451,1,6,0,0,0,1,0,25,1,test
CUST01285,2025-09-30,Tier 3,45+,Influencer,None,Skin Care,No,124,2,938.91,0.0,0.32,4.0,1,0,0,0,511,3,8,0,0,0,0,0,36,1,train
CUST01286,2025-09-30,Tier 2,25-34,Google Search,Platinum,Baby Care,Yes,226,0,0,0,0,3.5,0,0,0,0,355,2,5,1,1,0,1,0,45,0,train
CUST01287,2025-09-30,Tier 2,18-24,Influencer,None,Skin Care,Yes,89,2,1153.33,0.0,0.46,4.5,2,0,0,0,453,3,9,1,0,1,4,0,14,0,test
CUST01288,2025-09-30,Tier 3,18-24,Referral,None,Hair Care,Yes,132,1,486.14,0.0,0.38,5.0,1,0,0,0,205,0,0,0,0,0,1,0,25,1,test
CUST01289,2025-09-30,Tier 1,25-34,Referral,Gold,Skin Care,Yes,3,1,742.76,0.0,0.18,4.0,1,0,0,0,20,9,34,1,2,0,5,2,7,0,train
CUST01290,2025-09-30,Tier 2,18-24,Influencer,None,Makeup,No,53,2,1164.42,0.0,0.26,3.5,2,0,0,0,246,9,40,0,2,0,0,0,15,0,train
CUST01291,2025-09-30,Tier 1,25-34,Instagram,None,Skin Care,Yes,193,0,0,0,0,3.5,0,0,0,0,391,3,9,1,1,0,0,0,29,0,train
CUST01292,2025-09-30,Tier 1,18-24,Instagram,Silver,Hair Care,No,41,2,2412.52,0.0,0.155,3.5,1,0,0,0,182,3,15,1,0,0,0,0,24,0,train
CUST01293,2025-09-30,Tier 2,18-24,Referral,Gold,Hair Care,Yes,15,2,866.63,0.0,0.38,4.0,1,0,0,0,360,0,0,0,0,0,4,0,1,0,train
CUST01294,2025-09-30,Tier 1,18-24,Organic,Silver,Skin Care,Yes,3,1,750.26,0.0,0.45,5.0,1,0,0,0,257,9,53,5,2,1,4,0,0,0,validation
CUST01295,2025-09-30,Tier 1,35-44,Organic,Platinum,Makeup,Yes,121,3,1979.11,0.333,0.14,3.0,2,0,0,0,341,11,53,6,3,3,2,0,20,1,train
CUST01296,2025-09-30,Tier 1,25-34,Instagram,None,Hair Care,Yes,16,1,416.31,0.0,0.41,4.0,1,0,0,0,240,2,5,1,0,0,2,0,15,0,train
CUST01297,2025-09-30,Tier 1,25-34,Organic,Silver,Baby Care,No,2,4,1798.57,0.0,0.27,5.0,3,1,1.0,51.5,372,6,17,2,1,1,0,0,4,0,train
CUST01298,2025-09-30,Tier 1,35-44,Marketplace,None,Skin Care,No,329,0,0,0,0,3.5,0,0,0,0,546,0,0,0,0,0,0,0,60,1,train
CUST01299,2025-09-30,Tier 1,35-44,Google Search,None,Skin Care,Yes,171,1,840.54,0.0,0.07,2.0,1,0,0,0,353,8,48,1,2,0,0,0,35,1,test
CUST01300,2025-09-30,Tier 2,25-34,Referral,None,Skin Care,Yes,46,4,1939.2,0.0,0.367,4.0,3,1,0.0,11.4,458,10,46,3,1,2,5,0,6,0,train
CUST01301,2025-09-30,Tier 2,25-34,Referral,None,Skin Care,No,85,2,884.57,0.0,0.325,4.5,1,0,0,0,455,4,12,1,1,1,0,0,25,1,train
CUST01302,2025-09-30,Tier 1,25-34,Referral,None,Skin Care,Yes,1,5,3420.38,0.0,0.292,4.6,2,0,0,0,360,8,22,2,1,1,5,2,0,0,train
CUST01303,2025-09-30,Tier 1,25-34,Google Search,None,Skin Care,Yes,20,1,844.74,0.0,0.18,4.0,1,1,0.0,10.9,262,3,11,1,1,0,3,0,0,1,test
CUST01304,2025-09-30,Tier 2,18-24,Organic,Silver,Hair Care,No,27,2,1145.58,0.0,0.17,4.5,1,0,0,0,499,8,41,3,2,1,0,0,0,0,train
CUST01305,2025-09-30,Tier 2,25-34,Marketplace,Silver,Makeup,No,50,1,311.4,0.0,0.45,4.0,1,0,0,0,106,8,22,3,1,1,0,0,4,1,train
CUST01306,2025-09-30,Tier 2,18-24,Google Search,None,Baby Care,Yes,54,2,3337.79,0.0,0.205,5.0,1,0,0,0,601,2,8,1,0,1,4,2,6,0,train
CUST01307,2025-09-30,Tier 2,18-24,Marketplace,None,Baby Care,Yes,234,0,0,0,0,3.5,0,0,0,0,622,4,12,2,0,1,5,2,38,1,train
CUST01308,2025-09-30,Tier 1,45+,Google Search,Silver,Hair Care,Yes,119,1,380.96,0.0,0.27,3.0,1,0,0,0,406,5,17,2,0,1,3,1,33,1,train
CUST01309,2025-09-30,Tier 1,25-34,Referral,None,Baby Care,Yes,73,3,1704.79,0.0,0.423,3.67,3,0,0,0,535,2,8,1,0,0,6,0,5,0,test
CUST01310,2025-09-30,Tier 3,45+,Referral,None,Skin Care,Yes,139,2,1213.35,0.0,0.405,3.0,2,0,0,0,597,8,38,1,0,0,6,1,19,0,train
CUST01311,2025-09-30,Tier 2,18-24,Marketplace,None,Hair Care,No,43,2,1069.71,0.0,0.37,4.5,2,0,0,0,362,1,5,0,0,0,0,0,19,0,train
CUST01312,2025-09-30,Tier 2,35-44,Organic,Silver,Hair Care,Yes,14,2,1611.51,0.0,0.275,5.0,2,0,0,0,586,5,29,3,1,2,4,0,0,0,train
CUST01313,2025-09-30,Tier 1,45+,Organic,None,Makeup,No,4,2,1457.68,0.0,0.23,3.5,1,0,0,0,570,6,25,1,2,0,0,0,0,0,train
CUST01314,2025-09-30,Tier 1,25-34,Instagram,None,Skin Care,Yes,1,2,1066.73,0.0,0.28,4.5,2,0,0,0,543,5,23,2,0,1,0,0,0,0,train
CUST01315,2025-09-30,Tier 2,25-34,Influencer,None,Wellness,No,222,0,0,0,0,3.5,0,0,0,0,483,1,3,0,0,0,0,0,52,1,validation
CUST01316,2025-09-30,Tier 1,45+,Marketplace,None,Makeup,Yes,120,1,407.44,0.0,0.25,5.0,1,0,0,0,159,13,48,6,1,3,7,2,14,1,train
CUST01317,2025-09-30,Tier 2,25-34,Influencer,Silver,Baby Care,Yes,256,0,0,0,0,3.5,0,0,0,0,374,1,3,0,0,0,0,0,48,1,train
