customer_id,signup_date,city_tier,age_group,acquisition_channel,loyalty_tier,preferred_category,skin_type,marketing_consent
CUST00631,2024-04-06,Tier 1,35-44,Marketplace,Silver,Hair Care,Normal,No
CUST00632,2025-04-16,Tier 2,35-44,Referral,Gold,Baby Care,Oily,Yes
CUST00633,2025-08-05,Tier 3,18-24,Organic,None,Makeup,NA,Yes
CUST00634,2024-07-01,Tier 2,25-34,Google Search,None,Skin Care,Combination,No
CUST00635,2024-05-03,Tier 3,25-34,Marketplace,Gold,Wellness,Normal,Yes
CUST00636,2025-05-16,Tier 1,25-34,Google Search,Silver,Skin Care,Combination,No
CUST00637,2024-02-11,Tier 3,25-34,Marketplace,Silver,Makeup,Combination,Yes
CUST00638,2024-03-22,Tier 2,45+,Instagram,None,Wellness,Dry,Yes
CUST00639,2024-02-16,Tier 2,25-34,Google Search,None,Makeup,Sensitive,Yes
CUST00640,2025-04-18,Tier 1,18-24,Google Search,None,Fragrance,Sensitive,Yes
CUST00641,2024-09-28,Tier 3,25-34,Organic,None,Skin Care,Normal,Yes
CUST00642,2025-02-08,Tier 1,18-24,Referral,Silver,Fragrance,NA,Yes
CUST00643,2025-01-04,Tier 3,35-44,Marketplace,Silver,Skin Care,Dry,Yes
CUST00644,2024-01-28,Tier 2,18-24,Marketplace,None,Baby Care,Normal,Yes
CUST00645,2024-01-23,Tier 3,18-24,Marketplace,None,Hair Care,Oily,No
CUST00646,2025-02-05,Tier 1,18-24,Marketplace,Silver,Wellness,Combination,No
CUST00647,2025-05-14,Tier 2,25-34,Marketplace,Gold,Wellness,Combination,Yes
CUST00648,2025-07-20,Tier 3,18-24,Google Search,None,Hair Care,NA,Yes
CUST00649,2024-07-15,Tier 2,25-34,Referral,Silver,Makeup,Normal,No
CUST00650,2025-02-03,Tier 3,45+,Marketplace,Silver,Makeup,Dry,Yes
CUST00651,2024-05-12,Tier 1,18-24,Referral,Silver,Wellness,Combination,Yes
CUST00652,2024-09-24,Tier 1,25-34,Organic,Gold,Skin Care,Oily,Yes
CUST00653,2025-05-13,Tier 1,25-34,Google Search,None,Fragrance,Sensitive,No
CUST00654,2024-04-16,Tier 3,35-44,Referral,None,Fragrance,Oily,No
CUST00655,2024-04-14,Tier 1,35-44,Instagram,Silver,Fragrance,Sensitive,Yes
CUST00656,2024-04-11,Tier 1,18-24,Organic,None,Skin Care,Combination,No
CUST00657,2024-10-20,Tier 1,25-34,Google Search,Silver,Hair Care,NA,Yes
CUST00658,2024-05-21,Tier 1,35-44,Google Search,None,Fragrance,NA,Yes
CUST00659,2025-06-13,Tier 1,45+,Google Search,Platinum,Skin Care,Oily,Yes
CUST00660,2025-08-11,Tier 2,18-24,Marketplace,Silver,Hair Care,Sensitive,Yes
CUST00661,2024-11-17,Tier 1,45+,Google Search,None,Wellness,NA,Yes
CUST00662,2025-03-28,Tier 3,35-44,Organic,None,Skin Care,Sensitive,Yes
CUST00663,2024-05-09,Tier 2,25-34,Instagram,None,Hair Care,Sensitive,No
CUST00664,2025-08-29,Tier 3,25-34,Google Search,None,Hair Care,NA,Yes
CUST00665,2024-02-18,Tier 3,35-44,Referral,None,Skin Care,Sensitive,No
CUST00666,2025-06-30,Tier 1,35-44,Google Search,Silver,Fragrance,Normal,Yes
CUST00667,2024-12-01,Tier 1,25-34,Organic,None,Skin Care,Combination,No
CUST00668,2025-05-02,Tier 1,18-24,Marketplace,None,Baby Care,Combination,No
CUST00669,2025-05-16,Tier 1,35-44,Instagram,None,Hair Care,Combination,Yes
CUST00670,2024-08-05,Tier 1,25-34,Instagram,None,Wellness,Oily,Yes
CUST00671,2024-02-11,Tier 1,25-34,Google Search,None,Skin Care,Oily,No
CUST00672,2024-11-08,Tier 1,35-44,Organic,None,Skin Care,Sensitive,Yes
CUST00673,2025-04-08,Tier 3,45+,Referral,Silver,Baby Care,Dry,Yes
CUST00674,2024-11-29,Tier 2,18-24,Marketplace,None,Wellness,Sensitive,Yes
CUST00675,2024-03-31,Tier 2,35-44,Referral,Silver,Makeup,Normal,Yes
CUST00676,2025-07-08,Tier 1,25-34,Referral,None,Hair Care,Oily,Yes
CUST00677,2024-07-29,Tier 2,25-34,Organic,None,Fragrance,Normal,Yes
CUST00678,2024-12-14,Tier 1,25-34,Organic,None,Skin Care,Oily,No
CUST00679,2024-04-01,Tier 3,18-24,Marketplace,None,Wellness,Dry,Yes
CUST00680,2025-02-26,Tier 1,35-44,Influencer,Gold,Skin Care,Dry,No
CUST00681,2025-01-29,Tier 1,45+,Google Search,None,Skin Care,Oily,Yes
CUST00682,2025-08-23,Tier 1,35-44,Referral,Silver,Hair Care,Combination,Yes
CUST00683,2024-05-25,Tier 3,25-34,Organic,None,Hair Care,Normal,Yes
CUST00684,2024-10-23,Tier 1,25-34,Instagram,Gold,Skin Care,Sensitive,No
CUST00685,2025-08-22,Tier 1,35-44,Instagram,None,Skin Care,Oily,Yes
CUST00686,2024-10-13,Tier 1,35-44,Referral,Silver,Fragrance,Sensitive,Yes
CUST00687,2024-11-25,Tier 2,25-34,Marketplace,None,Makeup,NA,No
CUST00688,2024-06-26,Tier 3,25-34,Marketplace,Silver,Baby Care,NA,Yes
CUST00689,2025-03-31,Tier 1,35-44,Organic,Gold,Hair Care,Dry,No
CUST00690,2025-01-14,Tier 2,45+,Instagram,None,Skin Care,NA,Yes
CUST00691,2024-08-14,Tier 2,25-34,Google Search,None,Wellness,NA,Yes
CUST00692,2024-04-23,Tier 2,35-44,Referral,None,Baby Care,Normal,Yes
CUST00693,2024-03-07,Tier 3,18-24,Organic,Gold,Makeup,Sensitive,Yes
CUST00694,2025-06-29,Tier 2,25-34,Organic,None,Hair Care,NA,No
CUST00695,2025-02-20,Tier 2,25-34,Referral,None,Makeup,NA,Yes
CUST00696,2024-01-06,Tier 1,25-34,Organic,Silver,Wellness,Dry,No
CUST00697,2024-06-17,Tier 1,25-34,Marketplace,None,Hair Care,Oily,Yes
CUST00698,2024-04-20,Tier 3,25-34,Organic,Gold,Hair Care,Dry,No
CUST00699,2025-04-02,Tier 1,25-34,Instagram,None,Hair Care,NA,Yes
CUST00700,2024-11-04,Tier 2,25-34,Instagram,None,Skin Care,Combination,Yes
CUST00701,2024-01-11,Tier 2,25-34,Referral,Silver,Skin Care,NA,No
CUST00702,2024-07-16,Tier 1,18-24,Marketplace,Silver,Fragrance,Normal,Yes
CUST00703,2025-03-31,Tier 1,18-24,Instagram,None,Baby Care,Normal,No
CUST00704,2024-05-29,Tier 1,18-24,Google Search,None,Skin Care,Normal,Yes
CUST00705,2025-07-26,Tier 2,35-44,Instagram,None,Wellness,Oily,Yes
CUST00706,2025-09-06,Tier 3,35-44,Referral,None,Skin Care,Sensitive,Yes
CUST00707,2024-08-12,Tier 2,45+,Marketplace,None,Skin Care,Combination,No
CUST00708,2024-07-29,Tier 3,25-34,Instagram,None,Hair Care,Normal,Yes
CUST00709,2025-01-03,Tier 1,18-24,Instagram,None,Fragrance,NA,Yes
CUST00710,2024-06-29,Tier 3,35-44,Instagram,Silver,Hair Care,Oily,Yes
CUST00711,2025-01-16,Tier 3,35-44,Influencer,Platinum,Fragrance,NA,Yes
CUST00712,2024-07-15,Tier 2,25-34,Google Search,None,Baby Care,Oily,No
CUST00713,2024-06-01,Tier 1,25-34,Organic,Gold,Fragrance,Normal,No
CUST00714,2024-03-07,Tier 1,18-24,Organic,Silver,Hair Care,Normal,Yes
CUST00715,2025-05-21,Tier 2,25-34,Marketplace,Silver,Baby Care,Dry,Yes
CUST00716,2024-11-09,Tier 1,25-34,Instagram,Gold,Skin Care,Oily,Yes
CUST00717,2025-08-20,Tier 2,18-24,Google Search,None,Hair Care,Sensitive,No
CUST00718,2024-08-27,Tier 1,25-34,Influencer,None,Hair Care,Normal,Yes
CUST00719,2024-03-14,Tier 2,25-34,Google Search,Silver,Skin Care,NA,No
CUST00720,2024-05-21,Tier 2,45+,Marketplace,Gold,Skin Care,Sensitive,Yes
CUST00721,2025-08-16,Tier 1,35-44,Marketplace,Platinum,Wellness,Combination,Yes
CUST00722,2025-08-24,Tier 2,35-44,Marketplace,None,Makeup,Sensitive,No
CUST00723,2025-03-25,Tier 2,25-34,Google Search,None,Skin Care,NA,Yes
CUST00724,2025-03-05,Tier 2,25-34,Organic,Silver,Skin Care,Normal,Yes
CUST00725,2024-12-04,Tier 3,25-34,Influencer,None,Hair Care,Combination,Yes
CUST00726,2024-04-21,Tier 3,25-34,Marketplace,None,Skin Care,NA,Yes
CUST00727,2024-07-10,Tier 3,18-24,Google Search,None,Skin Care,Normal,Yes
CUST00728,2025-02-24,Tier 3,25-34,Instagram,None,Makeup,Combination,No
CUST00729,2025-03-18,Tier 2,35-44,Instagram,None,Hair Care,Dry,Yes
CUST00730,2024-05-26,Tier 3,25-34,Marketplace,None,Hair Care,Normal,No
CUST00731,2024-10-21,Tier 3,25-34,Google Search,Gold,Makeup,Combination,Yes
CUST00732,2025-03-18,Tier 3,25-34,Instagram,None,Hair Care,Oily,Yes
CUST00733,2024-10-25,Tier 1,35-44,Marketplace,Gold,Wellness,Combination,No
CUST00734,2024-04-17,Tier 2,25-34,Google Search,None,Skin Care,Oily,Yes
CUST00735,2025-01-25,Tier 1,25-34,Instagram,None,Skin Care,NA,No
CUST00736,2024-03-10,Tier 2,18-24,Marketplace,None,Hair Care,Sensitive,No
CUST00737,2024-10-28,Tier 2,18-24,Instagram,Silver,Skin Care,Sensitive,Yes
CUST00738,2025-06-29,Tier 2,18-24,Organic,Silver,Baby Care,NA,Yes
CUST00739,2025-09-04,Tier 2,18-24,Organic,Gold,Hair Care,Dry,Yes
CUST00740,2024-07-15,Tier 1,35-44,Influencer,None,Fragrance,NA,Yes
CUST00741,2024-11-30,Tier 2,25-34,Marketplace,Gold,Hair Care,Combination,Yes
CUST00742,2025-02-15,Tier 1,25-34,Instagram,None,Baby Care,Sensitive,Yes
CUST00743,2024-11-04,Tier 2,35-44,Influencer,Silver,Makeup,Normal,Yes
CUST00744,2025-02-01,Tier 3,35-44,Marketplace,None,Baby Care,NA,Yes
CUST00745,2025-09-15,Tier 2,45+,Referral,Silver,Hair Care,NA,No
CUST00746,2024-11-12,Tier 2,25-34,Google Search,None,Skin Care,Combination,Yes
CUST00747,2025-09-04,Tier 2,45+,Organic,None,Hair Care,Oily,Yes
CUST00748,2024-01-25,Tier 2,25-34,Google Search,None,Skin Care,NA,No
CUST00749,2025-01-25,Tier 1,25-34,Marketplace,None,Hair Care,Dry,Yes
CUST00750,2024-06-26,Tier 3,25-34,Influencer,None,Skin Care,NA,Yes
CUST00751,2025-09-12,Tier 1,25-34,Referral,Silver,Skin Care,Combination,Yes
CUST00752,2025-03-27,Tier 2,25-34,Referral,None,Wellness,Combination,Yes
CUST00753,2024-11-03,Tier 1,25-34,Marketplace,None,Hair Care,Combination,Yes
CUST00754,2025-04-25,Tier 3,18-24,Instagram,Gold,Makeup,Sensitive,Yes
CUST00755,2025-01-17,Tier 1,25-34,Influencer,None,Fragrance,Oily,Yes
CUST00756,2024-09-18,Tier 2,35-44,Google Search,Silver,Baby Care,Sensitive,Yes
CUST00757,2024-09-05,Tier 3,25-34,Google Search,Silver,Skin Care,NA,Yes
CUST00758,2024-09-17,Tier 2,25-34,Marketplace,None,Skin Care,Oily,Yes
CUST00759,2024-03-23,Tier 1,25-34,Referral,Gold,Skin Care,Sensitive,Yes
CUST00760,2025-02-25,Tier 3,35-44,Organic,None,Baby Care,Sensitive,No
CUST00761,2024-11-11,Tier 1,18-24,Referral,None,Makeup,Combination,Yes
CUST00762,2025-01-18,Tier 1,18-24,Referral,None,Skin Care,Normal,No
CUST00763,2024-07-15,Tier 3,25-34,Google Search,Silver,Baby Care,NA,Yes
CUST00764,2024-12-16,Tier 1,18-24,Referral,Silver,Skin Care,Sensitive,No
CUST00765,2024-04-09,Tier 3,18-24,Google Search,None,Wellness,Sensitive,No
CUST00766,2025-01-14,Tier 1,35-44,Google Search,None,Hair Care,Combination,Yes
CUST00767,2024-04-12,Tier 3,18-24,Google Search,Gold,Wellness,Oily,Yes
CUST00768,2024-09-11,Tier 2,25-34,Marketplace,None,Hair Care,Dry,Yes
CUST00769,2025-01-03,Tier 3,35-44,Marketplace,Silver,Skin Care,Combination,Yes
CUST00770,2025-05-02,Tier 3,45+,Influencer,Silver,Skin Care,Dry,Yes
CUST00771,2025-05-31,Tier 2,18-24,Instagram,Gold,Wellness,Combination,Yes
CUST00772,2024-09-03,Tier 1,25-34,Influencer,Silver,Skin Care,NA,Yes
CUST00773,2024-10-14,Tier 1,25-34,Referral,Gold,Skin Care,Dry,No
CUST00774,2024-12-06,Tier 3,35-44,Organic,Silver,Baby Care,Combination,No
CUST00775,2025-07-29,Tier 2,45+,Instagram,None,Skin Care,Oily,Yes
CUST00776,2024-04-28,Tier 1,25-34,Google Search,None,Makeup,Sensitive,Yes
CUST00777,2024-11-23,Tier 3,35-44,Influencer,None,Makeup,Normal,Yes
CUST00778,2024-05-28,Tier 1,35-44,Instagram,Silver,Skin Care,Sensitive,Yes
CUST00779,2025-09-05,Tier 2,25-34,Marketplace,None,Fragrance,Normal,Yes
CUST00780,2025-01-20,Tier 3,18-24,Instagram,Silver,Fragrance,Dry,Yes
CUST00781,2025-05-14,Tier 1,35-44,Organic,Gold,Skin Care,Oily,Yes
CUST00782,2025-02-04,Tier 2,25-34,Google Search,Silver,Skin Care,Normal,Yes
CUST00783,2024-02-25,Tier 2,35-44,Referral,None,Skin Care,NA,Yes
CUST00784,2024-07-19,Tier 1,35-44,Marketplace,None,Makeup,Dry,Yes
CUST00785,2024-02-27,Tier 3,18-24,Instagram,None,Wellness,NA,Yes
CUST00786,2024-09-07,Tier 1,18-24,Referral,Silver,Wellness,NA,No
CUST00787,2024-04-01,Tier 3,35-44,Marketplace,None,Baby Care,Sensitive,Yes
CUST00788,2025-06-05,Tier 2,25-34,Influencer,None,Makeup,Oily,No
CUST00789,2025-03-20,Tier 1,25-34,Google Search,Silver,Fragrance,Normal,Yes
CUST00790,2025-07-03,Tier 2,35-44,Instagram,Gold,Baby Care,NA,Yes
CUST00791,2024-07-04,Tier 2,35-44,Instagram,None,Hair Care,Oily,Yes
CUST00792,2024-02-05,Tier 1,18-24,Google Search,Platinum,Skin Care,NA,Yes
CUST00793,2024-10-27,Tier 2,25-34,Referral,Silver,Baby Care,Sensitive,Yes
CUST00794,2024-02-15,Tier 1,25-34,Google Search,Gold,Wellness,Normal,Yes
CUST00795,2025-03-08,Tier 1,18-24,Google Search,Gold,Hair Care,Oily,No
CUST00796,2024-07-27,Tier 2,18-24,Influencer,Silver,Skin Care,Sensitive,Yes
CUST00797,2024-06-06,Tier 3,25-34,Google Search,Platinum,Skin Care,Sensitive,Yes
CUST00798,2024-04-01,Tier 1,25-34,Google Search,Gold,Skin Care,Oily,Yes
CUST00799,2024-05-06,Tier 2,18-24,Google Search,Gold,Hair Care,Normal,Yes
CUST00800,2024-04-11,Tier 1,35-44,Influencer,None,Hair Care,NA,Yes
CUST00801,2025-02-16,Tier 1,25-34,Instagram,None,Skin Care,Dry,Yes
CUST00802,2025-01-14,Tier 1,35-44,Marketplace,Silver,Skin Care,Sensitive,No
CUST00803,2024-08-22,Tier 3,25-34,Influencer,None,Hair Care,Oily,Yes
CUST00804,2025-08-12,Tier 2,18-24,Referral,None,Fragrance,Combination,Yes
CUST00805,2025-06-29,Tier 1,35-44,Marketplace,Gold,Makeup,NA,Yes
CUST00806,2025-06-24,Tier 1,35-44,Referral,None,Wellness,Normal,No
CUST00807,2024-12-27,Tier 2,45+,Google Search,None,Skin Care,NA,Yes
CUST00808,2024-11-02,Tier 1,25-34,Instagram,Silver,Hair Care,Sensitive,No
CUST00809,2025-04-19,Tier 3,35-44,Instagram,None,Hair Care,Sensitive,Yes
CUST00810,2024-12-29,Tier 2,18-24,Instagram,None,Fragrance,Combination,Yes
CUST00811,2024-08-19,Tier 1,25-34,Google Search,Gold,Baby Care,Sensitive,Yes
CUST00812,2024-12-28,Tier 1,35-44,Organic,Silver,Skin Care,Sensitive,Yes
CUST00813,2024-06-13,Tier 3,35-44,Influencer,Platinum,Skin Care,Combination,Yes
CUST00814,2025-02-13,Tier 3,25-34,Organic,None,Skin Care,Oily,No
CUST00815,2024-08-30,Tier 3,18-24,Referral,Silver,Skin Care,Combination,Yes
CUST00816,2024-06-05,Tier 1,35-44,Google Search,None,Skin Care,NA,Yes
CUST00817,2024-04-15,Tier 2,35-44,Instagram,Platinum,Baby Care,NA,Yes
CUST00818,2024-07-15,Tier 2,45+,Marketplace,None,Skin Care,Combination,Yes
CUST00819,2025-03-12,Tier 2,25-34,Marketplace,None,Skin Care,Sensitive,No
CUST00820,2024-07-05,Tier 1,18-24,Marketplace,None,Hair Care,Normal,Yes
CUST00821,2024-11-07,Tier 2,18-24,Marketplace,Silver,Skin Care,Sensitive,No
CUST00822,2025-01-15,Tier 1,25-34,Marketplace,None,Skin Care,NA,No
CUST00823,2024-07-14,Tier 2,18-24,Instagram,Gold,Baby Care,Sensitive,No
CUST00824,2024-02-14,Tier 1,18-24,Marketplace,Gold,Makeup,Normal,No
CUST00825,2025-03-22,Tier 1,18-24,Influencer,None,Skin Care,Normal,Yes
CUST00826,2024-03-03,Tier 2,35-44,Marketplace,None,Makeup,Normal,No
CUST00827,2025-02-03,Tier 1,25-34,Instagram,None,Skin Care,NA,Yes
CUST00828,2025-06-21,Tier 3,25-34,Google Search,None,Skin Care,Dry,Yes
CUST00829,2024-10-11,Tier 1,45+,Organic,Silver,Skin Care,Dry,Yes
CUST00830,2025-01-12,Tier 3,25-34,Organic,None,Skin Care,Normal,Yes
CUST00831,2024-12-30,Tier 3,18-24,Instagram,Platinum,Baby Care,Normal,Yes
CUST00832,2025-09-10,Tier 3,25-34,Instagram,None,Baby Care,Combination,Yes
CUST00833,2025-05-05,Tier 1,18-24,Instagram,Gold,Skin Care,Combination,No
CUST00834,2024-06-30,Tier 2,35-44,Instagram,None,Hair Care,Combination,No
CUST00835,2024-01-13,Tier 1,25-34,Instagram,Gold,Makeup,NA,No
CUST00836,2025-09-06,Tier 3,18-24,Influencer,None,Makeup,Sensitive,No
CUST00837,2025-03-30,Tier 1,35-44,Referral,None,Baby Care,Sensitive,Yes
CUST00838,2024-10-30,Tier 3,18-24,Google Search,None,Skin Care,Dry,Yes
CUST00839,2025-01-28,Tier 2,35-44,Influencer,None,Wellness,Dry,Yes
CUST00840,2024-05-01,Tier 3,25-34,Instagram,None,Skin Care,Combination,Yes
CUST00841,2024-11-04,Tier 1,25-34,Organic,None,Hair Care,Sensitive,No
CUST00842,2024-01-03,Tier 3,35-44,Organic,None,Skin Care,Combination,No
CUST00843,2025-08-14,Tier 2,25-34,Instagram,None,Skin Care,Combination,Yes
CUST00844,2025-09-08,Tier 1,35-44,Organic,Silver,Skin Care,Combination,Yes
CUST00845,2024-08-23,Tier 2,25-34,Referral,None,Makeup,NA,Yes
CUST00846,2024-01-18,Tier 2,25-34,Instagram,None,Wellness,Sensitive,No
CUST00847,2024-05-27,Tier 2,35-44,Influencer,None,Skin Care,Dry,Yes
CUST00848,2025-01-21,Tier 2,35-44,Referral,None,Skin Care,Normal,Yes
CUST00849,2025-01-09,Tier 1,18-24,Instagram,Gold,Hair Care,Dry,Yes
CUST00850,2025-04-26,Tier 1,25-34,Organic,Silver,Skin Care,Dry,Yes
CUST00851,2024-06-13,Tier 3,18-24,Marketplace,Gold,Baby Care,Sensitive,No
CUST00852,2024-06-09,Tier 1,25-34,Google Search,Gold,Makeup,Combination,Yes
CUST00853,2025-07-26,Tier 1,25-34,Marketplace,None,Baby Care,Combination,No
CUST00854,2024-07-18,Tier 1,25-34,Google Search,Silver,Hair Care,Dry,Yes
CUST00855,2024-11-12,Tier 1,18-24,Influencer,None,Skin Care,Normal,Yes
CUST00856,2024-11-18,Tier 1,18-24,Influencer,Silver,Wellness,Normal,Yes
CUST00857,2024-04-09,Tier 3,25-34,Referral,None,Makeup,Oily,Yes
CUST00858,2024-10-24,Tier 2,18-24,Instagram,Silver,Wellness,Dry,No
CUST00859,2024-06-13,Tier 2,45+,Influencer,Silver,Baby Care,Sensitive,Yes
CUST00860,2025-03-17,Tier 2,18-24,Marketplace,None,Wellness,Normal,Yes
CUST00861,2024-01-16,Tier 3,18-24,Referral,Platinum,Makeup,Oily,Yes
CUST00862,2024-03-10,Tier 1,25-34,Instagram,None,Makeup,Sensitive,No
CUST00863,2024-05-23,Tier 3,45+,Referral,None,Skin Care,Combination,No
CUST00864,2024-11-17,Tier 2,25-34,Referral,None,Fragrance,NA,Yes
CUST00865,2025-07-28,Tier 3,18-24,Google Search,None,Hair Care,Oily,Yes
CUST00866,2025-04-24,Tier 3,25-34,Referral,None,Makeup,Combination,No
CUST00867,2025-09-10,Tier 2,25-34,Referral,None,Skin Care,Dry,No
CUST00868,2025-09-07,Tier 1,35-44,Organic,Silver,Wellness,Dry,Yes
CUST00869,2024-10-03,Tier 1,25-34,Instagram,None,Skin Care,NA,Yes
CUST00870,2024-07-07,Tier 1,35-44,Influencer,None,Makeup,Dry,Yes
CUST00871,2024-06-13,Tier 2,45+,Influencer,None,Fragrance,Normal,No
CUST00872,2024-05-28,Tier 3,25-34,Influencer,Silver,Makeup,Sensitive,Yes
CUST00873,2024-11-20,Tier 3,18-24,Google Search,None,Skin Care,Combination,No
CUST00874,2025-08-15,Tier 1,18-24,Influencer,None,Baby Care,Dry,Yes
CUST00875,2025-08-13,Tier 1,45+,Google Search,None,Hair Care,Oily,Yes
CUST00876,2024-12-26,Tier 2,35-44,Influencer,None,Wellness,Combination,Yes
CUST00877,2025-01-25,Tier 2,25-34,Marketplace,Silver,Makeup,Oily,No
CUST00878,2025-02-25,Tier 2,18-24,Marketplace,None,Baby Care,Normal,Yes
CUST00879,2024-08-16,Tier 2,35-44,Instagram,Gold,Wellness,Sensitive,No
CUST00880,2025-02-09,Tier 1,18-24,Instagram,None,Fragrance,Sensitive,Yes
CUST00881,2024-01-05,Tier 1,45+,Instagram,None,Hair Care,Normal,No
CUST00882,2025-03-16,Tier 3,25-34,Instagram,Silver,Fragrance,Normal,Yes
CUST00883,2025-02-16,Tier 2,45+,Referral,None,Fragrance,Normal,Yes
CUST00884,2024-09-23,Tier 1,35-44,Google Search,None,Skin Care,Oily,Yes
CUST00885,2024-03-21,Tier 1,25-34,Marketplace,Platinum,Baby Care,Sensitive,Yes
CUST00886,2024-09-08,Tier 3,35-44,Google Search,None,Skin Care,Oily,No
CUST00887,2024-04-15,Tier 3,18-24,Instagram,None,Skin Care,Dry,Yes
CUST00888,2025-02-04,Tier 3,18-24,Google Search,None,Baby Care,Dry,Yes
CUST00889,2024-06-13,Tier 1,18-24,Instagram,None,Baby Care,Oily,Yes
CUST00890,2025-09-06,Tier 1,25-34,Marketplace,Gold,Skin Care,Oily,Yes
CUST00891,2025-01-08,Tier 1,18-24,Google Search,None,Makeup,Dry,Yes
CUST00892,2025-07-18,Tier 2,25-34,Organic,None,Wellness,Dry,Yes
CUST00893,2025-02-06,Tier 3,18-24,Marketplace,None,Skin Care,NA,Yes
CUST00894,2024-11-22,Tier 2,25-34,Referral,None,Hair Care,NA,No
CUST00895,2024-09-16,Tier 1,25-34,Organic,Silver,Wellness,Sensitive,Yes
CUST00896,2024-07-09,Tier 1,25-34,Marketplace,None,Makeup,Oily,Yes
CUST00897,2025-08-04,Tier 3,35-44,Referral,None,Baby Care,Normal,Yes
CUST00898,2024-03-17,Tier 2,25-34,Marketplace,None,Fragrance,Dry,Yes
CUST00899,2025-03-07,Tier 2,18-24,Marketplace,Silver,Skin Care,Oily,Yes
CUST00900,2025-04-17,Tier 3,25-34,Google Search,Gold,Wellness,Oily,Yes
CUST00901,2025-03-01,Tier 1,35-44,Marketplace,None,Baby Care,Sensitive,Yes
CUST00902,2025-05-20,Tier 3,35-44,Instagram,None,Baby Care,Oily,Yes
CUST00903,2025-03-22,Tier 1,25-34,Marketplace,Silver,Fragrance,Normal,No
CUST00904,2024-02-14,Tier 3,18-24,Instagram,None,Baby Care,Combination,Yes
CUST00905,2024-05-09,Tier 1,25-34,Marketplace,Gold,Fragrance,NA,Yes
CUST00906,2025-05-16,Tier 1,45+,Marketplace,None,Skin Care,Sensitive,Yes
CUST00907,2024-07-29,Tier 1,35-44,Referral,None,Makeup,Combination,No
CUST00908,2025-08-27,Tier 2,35-44,Google Search,Gold,Makeup,NA,Yes
CUST00909,2025-01-07,Tier 2,25-34,Marketplace,None,Hair Care,Oily,Yes
CUST00910,2024-04-14,Tier 3,18-24,Marketplace,None,Fragrance,Dry,Yes
CUST00911,2024-05-01,Tier 1,45+,Referral,None,Hair Care,Normal,Yes
CUST00912,2025-01-26,Tier 2,35-44,Google Search,None,Baby Care,Normal,Yes
CUST00913,2024-09-11,Tier 1,45+,Instagram,None,Skin Care,Oily,Yes
CUST00914,2025-02-18,Tier 1,25-34,Marketplace,Gold,Skin Care,Dry,Yes
CUST00915,2024-10-21,Tier 1,35-44,Referral,Silver,Hair Care,Sensitive,No
CUST00916,2024-06-19,Tier 3,18-24,Instagram,None,Hair Care,Sensitive,Yes
CUST00917,2024-01-10,Tier 3,25-34,Marketplace,None,Skin Care,Oily,Yes
CUST00918,2024-08-21,Tier 1,25-34,Instagram,None,Hair Care,NA,Yes
CUST00919,2025-05-13,Tier 2,25-34,Organic,None,Hair Care,Normal,No
CUST00920,2024-04-25,Tier 2,25-34,Marketplace,None,Hair Care,Dry,Yes
CUST00921,2025-03-17,Tier 2,25-34,Instagram,Gold,Baby Care,Sensitive,No
CUST00922,2025-06-23,Tier 3,18-24,Google Search,None,Baby Care,Sensitive,Yes
CUST00923,2024-05-05,Tier 2,25-34,Influencer,Silver,Skin Care,Oily,Yes
CUST00924,2024-10-23,Tier 2,25-34,Google Search,None,Makeup,Oily,Yes
CUST00925,2025-05-15,Tier 2,25-34,Marketplace,None,Skin Care,Sensitive,No
CUST00926,2025-07-28,Tier 1,18-24,Google Search,Platinum,Skin Care,Normal,No
CUST00927,2024-09-11,Tier 2,35-44,Referral,Platinum,Skin Care,Sensitive,No
CUST00928,2024-11-26,Tier 1,35-44,Organic,None,Hair Care,Dry,Yes
CUST00929,2025-07-12,Tier 3,18-24,Organic,None,Baby Care,NA,Yes
CUST00930,2025-03-13,Tier 3,25-34,Referral,Gold,Skin Care,Combination,Yes
CUST00931,2025-08-17,Tier 1,25-34,Referral,None,Skin Care,Combination,Yes
CUST00932,2025-06-14,Tier 1,25-34,Instagram,Gold,Baby Care,Sensitive,Yes
CUST00933,2024-03-03,Tier 2,18-24,Referral,Silver,Makeup,Normal,Yes
CUST00934,2024-06-07,Tier 1,25-34,Influencer,None,Hair Care,NA,Yes
CUST00935,2025-06-16,Tier 1,18-24,Referral,Gold,Hair Care,Oily,No
CUST00936,2024-08-28,Tier 2,35-44,Organic,Silver,Fragrance,Normal,Yes
CUST00937,2024-09-03,Tier 2,18-24,Referral,None,Skin Care,NA,Yes
CUST00938,2025-01-30,Tier 1,35-44,Google Search,None,Skin Care,Combination,Yes
CUST00939,2025-03-31,Tier 3,18-24,Influencer,None,Makeup,Sensitive,Yes
CUST00940,2024-08-03,Tier 2,25-34,Google Search,None,Baby Care,Sensitive,Yes
CUST00941,2024-05-23,Tier 2,25-34,Google Search,None,Wellness,NA,Yes
CUST00942,2025-06-03,Tier 2,35-44,Instagram,None,Wellness,Sensitive,Yes
CUST00943,2024-06-11,Tier 2,25-34,Referral,Silver,Hair Care,Dry,No
CUST00944,2024-06-27,Tier 1,35-44,Influencer,Gold,Skin Care,Sensitive,Yes
CUST00945,2025-09-13,Tier 1,25-34,Instagram,None,Hair Care,Dry,No
