ticket_id,customer_id,ticket_date,issue_type,support_channel,resolution_hours,sentiment_score,reopened
TKT000746,CUST00920,2024-06-04,late_delivery,call,11.9,-1,0
TKT000747,CUST00921,2025-03-27,refund_delay,email,28.8,-1,1
TKT000748,CUST00923,2025-08-12,product_reaction,chat,45.8,-0.32,0
TKT000749,CUST00923,2024-08-16,damaged_item,call,1,0.28,0
TKT000750,CUST00925,2025-08-20,late_delivery,chat,1,-0.22,0
TKT000751,CUST00926,2025-09-29,refund_delay,chat,22.6,-0.37,0
TKT000752,CUST00930,2025-08-04,wrong_item,email,29.5,-0.91,0
TKT000753,CUST00932,2025-07-14,damaged_item,call,2.4,-0.5,0
TKT000754,CUST00934,2025-08-21,general_query,email,21.4,0.01,1
TKT000755,CUST00934,2024-11-27,payment_issue,email,48.1,-1,0
TKT000756,CUST00934,2024-08-19,late_delivery,chat,1,0.47,0
TKT000757,CUST00936,2025-08-30,late_delivery,call,14.3,-0.9,0
TKT000758,CUST00937,2025-04-23,refund_delay,chat,40.5,-1,1
TKT000759,CUST00938,2025-09-16,late_delivery,call,34.4,-0.45,0
TKT000760,CUST00940,2025-02-14,product_reaction,call,29.2,-0.22,0
TKT000761,CUST00940,2024-10-25,wrong_item,chat,33.7,-0.66,0
TKT000762,CUST00941,2025-04-04,late_delivery,call,37.4,-0.79,0
TKT000763,CUST00941,2025-02-21,damaged_item,call,7.3,-0.68,0
TKT000764,CUST00942,2025-09-24,refund_delay,chat,51.1,-0.67,0
TKT000765,CUST00944,2025-07-20,late_delivery,chat,9.8,-1,0
TKT000766,CUST00947,2024-03-04,damaged_item,call,22.8,-0.06,0
TKT000767,CUST00947,2025-01-09,wrong_item,chat,27.1,-0.92,0
TKT000768,CUST00950,2025-01-31,late_delivery,email,17.8,-0.42,0
TKT000769,CUST00953,2025-04-04,general_query,call,39.3,-0.96,1
TKT000770,CUST00956,2025-09-08,late_delivery,call,18.6,-0.84,0
TKT000771,CUST00956,2024-12-15,late_delivery,chat,22.1,-1,1
TKT000772,CUST00957,2025-03-16,general_query,email,28.3,-0.38,0
TKT000773,CUST00958,2025-04-13,late_delivery,email,7.1,0.05,0
TKT000774,CUST00959,2025-06-01,general_query,email,15.8,-1,0
TKT000775,CUST00960,2024-09-12,late_delivery,call,9.3,0.19,0
TKT000776,CUST00960,2025-05-10,late_delivery,call,21.4,-0.86,0
TKT000777,CUST00961,2024-10-22,general_query,chat,7.3,-0.26,0
TKT000778,CUST00962,2025-09-17,refund_delay,email,32.9,-0.85,0
TKT000779,CUST00965,2025-09-26,general_query,email,19.7,-0.43,0
TKT000780,CUST00965,2025-07-10,wrong_item,email,1.5,0.13,0
TKT000781,CUST00966,2025-08-23,refund_delay,chat,49.6,0.59,0
TKT000782,CUST00967,2025-03-02,general_query,email,1,-0.77,0
TKT000783,CUST00968,2025-07-04,damaged_item,call,27.3,-0.34,0
TKT000784,CUST00969,2025-05-27,general_query,call,20.0,-0.25,0
TKT000785,CUST00970,2024-11-03,payment_issue,call,2.9,0.65,0
TKT000786,CUST00971,2025-06-03,damaged_item,email,1.6,-0.18,0
TKT000787,CUST00972,2025-04-12,product_reaction,call,29.2,-0.24,0
TKT000788,CUST00973,2025-03-27,damaged_item,call,27.1,0.54,1
TKT000789,CUST00973,2024-10-15,damaged_item,call,3.5,-0.14,0
TKT000790,CUST00974,2025-04-04,general_query,email,34.2,-0.35,0
TKT000791,CUST00974,2025-04-09,general_query,chat,49.4,-0.69,1
TKT000792,CUST00976,2024-12-18,payment_issue,email,12.6,-0.55,1
TKT000793,CUST00976,2024-08-12,late_delivery,email,36.7,-1,1
TKT000794,CUST00978,2024-11-30,payment_issue,chat,8.7,-0.69,0
TKT000795,CUST00979,2024-07-31,general_query,chat,1,-0.31,0
TKT000796,CUST00981,2024-11-17,wrong_item,email,29.4,-1,0
TKT000797,CUST00982,2025-05-18,general_query,call,2.4,-0.04,0
TKT000798,CUST00982,2025-06-09,refund_delay,email,45.4,-0.9,0
TKT000799,CUST00982,2025-06-18,late_delivery,email,14.1,-0.08,0
TKT000800,CUST00983,2025-01-29,general_query,email,7.4,0.73,0
TKT000801,CUST00985,2025-07-10,general_query,chat,37.0,-0.69,0
TKT000802,CUST00987,2025-09-30,refund_delay,chat,33.0,-0.68,0
TKT000803,CUST00990,2024-08-13,general_query,email,11.5,-0.36,1
TKT000804,CUST00990,2024-12-28,refund_delay,email,51.3,-1,0
TKT000805,CUST00991,2024-08-03,general_query,email,45.2,-0.71,1
TKT000806,CUST00991,2024-11-13,late_delivery,email,28.0,-0.78,0
TKT000807,CUST00993,2024-08-23,product_reaction,email,27.6,0.24,0
TKT000808,CUST00996,2025-02-06,wrong_item,email,12.6,0.31,0
TKT000809,CUST00996,2025-06-30,wrong_item,chat,1,-0.46,0
TKT000810,CUST00996,2025-08-08,payment_issue,call,3.0,-0.35,0
TKT000811,CUST00997,2025-04-15,late_delivery,call,30.6,-0.19,0
TKT000812,CUST00999,2024-11-14,payment_issue,email,13.7,0.22,0
TKT000813,CUST00999,2025-05-10,general_query,chat,5.4,-0.16,0
TKT000814,CUST01000,2025-02-28,payment_issue,email,22.6,-0.09,0
TKT000815,CUST01003,2025-05-19,damaged_item,call,11.4,-0.19,1
TKT000816,CUST01004,2024-07-12,general_query,call,49.1,-1,0
TKT000817,CUST01005,2025-05-15,refund_delay,chat,18.5,0.23,0
TKT000818,CUST01007,2025-01-27,refund_delay,chat,54.7,-1,1
TKT000819,CUST01012,2024-12-20,product_reaction,chat,52.8,-0.64,0
TKT000820,CUST01012,2025-09-09,refund_delay,call,42.6,-0.69,0
TKT000821,CUST01013,2024-12-09,refund_delay,call,33.5,-0.9,0
TKT000822,CUST01014,2025-05-28,refund_delay,email,44.4,-1,1
TKT000823,CUST01015,2024-10-29,damaged_item,chat,38.2,-0.17,0
TKT000824,CUST01017,2024-08-07,wrong_item,call,22.9,-0.5,0
TKT000825,CUST01017,2025-04-27,refund_delay,email,37.8,-1,0
TKT000826,CUST01018,2025-09-30,damaged_item,call,1.3,0.08,0
TKT000827,CUST01019,2024-11-22,refund_delay,email,22.5,-0.67,0
TKT000828,CUST01021,2025-07-26,refund_delay,call,24.9,-0.97,0
TKT000829,CUST01022,2025-01-29,payment_issue,call,48.9,-0.17,0
TKT000830,CUST01025,2025-04-03,payment_issue,call,20.6,-0.43,0
TKT000831,CUST01025,2025-07-07,payment_issue,email,24.1,-0.32,0
TKT000832,CUST01026,2025-03-15,damaged_item,email,10.1,-0.54,0
TKT000833,CUST01027,2025-05-20,general_query,email,24.8,-0.07,0
TKT000834,CUST01027,2025-07-10,late_delivery,email,38.7,-0.91,0
TKT000835,CUST01029,2024-11-20,late_delivery,chat,5.7,-0.04,1
TKT000836,CUST01029,2024-12-23,product_reaction,call,18.4,0.08,0
TKT000837,CUST01031,2024-02-21,payment_issue,chat,28.6,0.12,0
TKT000838,CUST01033,2024-05-24,refund_delay,call,30.9,-0.16,0
TKT000839,CUST01033,2025-07-26,wrong_item,email,4.8,-1,0
TKT000840,CUST01033,2025-09-21,product_reaction,email,33.7,-1,0
TKT000841,CUST01033,2024-10-05,damaged_item,call,13.3,0.02,0
TKT000842,CUST01035,2024-12-20,general_query,chat,7.1,-1,0
TKT000843,CUST01038,2025-08-11,payment_issue,chat,34.0,-1,1
TKT000844,CUST01039,2025-06-05,refund_delay,chat,28.4,-0.78,0
TKT000845,CUST01039,2025-02-13,late_delivery,call,3.3,0.2,0
TKT000846,CUST01040,2025-05-24,general_query,call,9.7,1,0
TKT000847,CUST01046,2025-06-22,late_delivery,call,15.3,-0.67,0
TKT000848,CUST01048,2025-06-03,general_query,chat,33.0,-0.39,0
TKT000849,CUST01051,2025-06-29,payment_issue,email,17.9,-0.05,0
TKT000850,CUST01053,2025-05-17,payment_issue,chat,5.4,0.01,0
TKT000851,CUST01054,2025-04-14,refund_delay,call,25.8,-0.18,0
TKT000852,CUST01054,2024-08-15,late_delivery,email,33.1,-0.71,0
TKT000853,CUST01055,2025-03-14,refund_delay,call,49.7,-1,0
TKT000854,CUST01056,2025-01-19,damaged_item,email,13.8,-0.48,0
TKT000855,CUST01056,2025-07-31,general_query,email,11.5,-1,0
TKT000856,CUST01057,2025-09-30,general_query,call,15.2,-0.31,0
TKT000857,CUST01058,2024-06-17,late_delivery,call,1,-0.0,0
TKT000858,CUST01058,2024-06-22,refund_delay,email,40.3,-0.5,1
TKT000859,CUST01059,2025-05-13,general_query,email,27.3,-0.9,0
TKT000860,CUST01060,2025-08-16,payment_issue,call,26.3,0.04,0
TKT000861,CUST01062,2024-05-14,general_query,call,13.6,-0.36,0
TKT000862,CUST01062,2024-04-13,product_reaction,call,49.8,-0.63,1
TKT000863,CUST01063,2025-09-13,product_reaction,email,21.4,-1,1
TKT000864,CUST01065,2025-01-09,payment_issue,call,16.1,-0.82,0
TKT000865,CUST01067,2024-11-26,refund_delay,email,25.5,-0.95,1
TKT000866,CUST01070,2024-12-13,general_query,chat,8.1,-0.6,0
TKT000867,CUST01070,2024-06-13,product_reaction,call,29.2,-0.54,0
TKT000868,CUST01072,2025-04-02,product_reaction,call,41.1,-1,0
TKT000869,CUST01073,2025-07-24,damaged_item,chat,15.3,-0.37,0
TKT000870,CUST01073,2025-03-08,refund_delay,email,28.9,0.09,0
TKT000871,CUST01075,2025-09-10,wrong_item,chat,8.6,0.19,0
TKT000872,CUST01075,2025-09-03,damaged_item,chat,40.6,-1,1
TKT000873,CUST01076,2024-04-22,product_reaction,email,25.5,-0.51,1
TKT000874,CUST01078,2024-10-13,general_query,chat,13.4,0.07,0
TKT000875,CUST01080,2025-06-14,late_delivery,email,38.6,-1,0
TKT000876,CUST01080,2025-03-29,refund_delay,email,35.5,-0.49,0
TKT000877,CUST01081,2024-10-29,payment_issue,email,27.9,-1,1
TKT000878,CUST01084,2024-10-05,refund_delay,chat,35.4,-0.34,0
TKT000879,CUST01086,2024-10-25,refund_delay,email,48.6,-0.64,0
TKT000880,CUST01086,2025-04-13,general_query,chat,36.3,-1,0
TKT000881,CUST01086,2025-07-26,general_query,chat,15.7,-0.33,1
TKT000882,CUST01087,2025-09-30,refund_delay,chat,46.6,-0.87,0
TKT000883,CUST01091,2025-07-11,general_query,email,33.8,-0.77,0
TKT000884,CUST01092,2025-03-27,general_query,chat,16.3,-0.78,0
TKT000885,CUST01092,2024-11-01,wrong_item,chat,45.1,-1,1
TKT000886,CUST01093,2024-10-24,general_query,call,24.1,-0.13,0
TKT000887,CUST01094,2024-09-11,wrong_item,call,22.8,0.27,0
TKT000888,CUST01094,2024-10-10,wrong_item,email,30.1,-0.58,0
TKT000889,CUST01094,2025-05-28,damaged_item,email,28.0,-0.56,0
TKT000890,CUST01096,2025-05-11,damaged_item,chat,1,0.03,0
TKT000891,CUST01096,2025-04-12,refund_delay,call,31.2,-0.62,0
TKT000892,CUST01098,2025-02-16,refund_delay,email,26.8,-0.39,0
TKT000893,CUST01103,2025-07-15,product_reaction,call,32.6,-1,1
TKT000894,CUST01104,2024-09-05,product_reaction,call,20.6,-0.6,1
TKT000895,CUST01105,2025-06-10,late_delivery,email,1,-0.18,0
TKT000896,CUST01107,2025-06-25,damaged_item,chat,10.1,0.2,0
TKT000897,CUST01108,2025-03-11,late_delivery,call,13.1,-0.01,0
TKT000898,CUST01110,2024-08-13,product_reaction,email,40.1,-0.49,0
TKT000899,CUST01111,2025-03-31,refund_delay,chat,27.7,-0.57,0
TKT000900,CUST01111,2025-05-11,product_reaction,email,33.8,-0.75,0
TKT000901,CUST01111,2025-07-05,damaged_item,email,26.7,-0.3,0
TKT000902,CUST01112,2024-09-25,general_query,email,25.9,-0.14,0
TKT000903,CUST01112,2025-08-14,payment_issue,chat,3.8,0.72,0
TKT000904,CUST01113,2024-07-05,refund_delay,email,56.7,-1,0
TKT000905,CUST01113,2025-06-03,damaged_item,chat,34.9,-0.94,0
TKT000906,CUST01115,2025-07-28,general_query,email,40.3,-1,0
TKT000907,CUST01115,2025-03-03,wrong_item,chat,20.7,0.16,0
TKT000908,CUST01115,2024-11-17,payment_issue,chat,21.8,-0.15,0
TKT000909,CUST01115,2025-08-10,late_delivery,chat,28.7,-0.6,0
TKT000910,CUST01115,2025-04-25,wrong_item,chat,44.9,0.15,0
TKT000911,CUST01116,2025-08-18,wrong_item,call,32.0,-0.86,0
TKT000912,CUST01118,2024-12-03,wrong_item,chat,44.9,-1,0
TKT000913,CUST01118,2024-10-18,product_reaction,call,53.0,-1,0
TKT000914,CUST01120,2024-11-14,refund_delay,call,41.6,-1,0
TKT000915,CUST01123,2025-04-05,refund_delay,call,19.8,-0.35,0
TKT000916,CUST01123,2024-11-04,damaged_item,call,1,-0.03,0
TKT000917,CUST01125,2024-11-18,damaged_item,call,26.2,-0.43,0
TKT000918,CUST01125,2024-09-22,general_query,chat,18.3,-0.26,0
TKT000919,CUST01125,2024-08-01,late_delivery,email,21.4,-0.53,1
TKT000920,CUST01130,2025-02-09,damaged_item,call,47.5,-1,0
TKT000921,CUST01130,2025-06-03,refund_delay,call,30.7,-1,0
TKT000922,CUST01131,2024-12-14,payment_issue,call,35.2,-0.34,0
TKT000923,CUST01131,2025-03-20,general_query,chat,15.8,0.35,0
TKT000924,CUST01131,2025-09-14,general_query,call,35.2,-0.81,0
TKT000925,CUST01134,2025-04-06,wrong_item,email,19.8,-0.67,0
TKT000926,CUST01134,2024-04-12,late_delivery,call,23.5,0.48,1
TKT000927,CUST01136,2025-06-19,general_query,chat,18.1,-0.82,1
TKT000928,CUST01136,2024-07-25,late_delivery,call,10.9,-0.09,0
TKT000929,CUST01136,2025-01-31,wrong_item,call,1,-0.13,0
TKT000930,CUST01136,2024-07-26,payment_issue,email,24.3,-0.2,0
TKT000931,CUST01136,2025-07-06,late_delivery,email,19.5,-0.1,0
TKT000932,CUST01137,2025-01-26,general_query,email,37.7,-1,0
TKT000933,CUST01137,2024-12-14,general_query,call,14.7,0.02,0
TKT000934,CUST01137,2025-06-10,product_reaction,chat,46.0,-1,0
TKT000935,CUST01138,2025-01-25,damaged_item,chat,9.1,0.77,0
TKT000936,CUST01140,2025-09-11,late_delivery,call,16.3,0.2,0
TKT000937,CUST01141,2025-06-16,payment_issue,email,15.2,1,0
TKT000938,CUST01144,2025-05-23,product_reaction,chat,13.4,0.03,0
TKT000939,CUST01145,2024-10-04,refund_delay,chat,33.0,-0.95,0
TKT000940,CUST01147,2025-01-10,refund_delay,chat,30.8,-0.27,0
TKT000941,CUST01147,2025-03-15,late_delivery,chat,22.4,-0.92,0
TKT000942,CUST01148,2024-08-18,late_delivery,chat,7.8,0.18,0
TKT000943,CUST01148,2025-05-07,wrong_item,chat,21.2,-0.11,0
TKT000944,CUST01148,2024-08-25,refund_delay,call,8.7,-0.15,0
TKT000945,CUST01149,2024-08-14,damaged_item,chat,23.1,-0.44,0
TKT000946,CUST01150,2025-02-27,payment_issue,email,34.2,-1,0
TKT000947,CUST01151,2024-11-27,late_delivery,call,40.1,-0.67,1
TKT000948,CUST01152,2025-09-30,wrong_item,chat,38.2,-0.18,1
TKT000949,CUST01153,2025-09-03,general_query,call,32.7,-1,0
TKT000950,CUST01155,2025-09-30,damaged_item,chat,29.8,-0.53,0
TKT000951,CUST01155,2025-09-30,general_query,call,33.0,-1,0
TKT000952,CUST01157,2025-04-01,general_query,email,23.7,-0.49,0
TKT000953,CUST01157,2024-06-11,damaged_item,email,1,0.06,0
TKT000954,CUST01158,2025-04-20,late_delivery,call,23.1,0.58,0
TKT000955,CUST01159,2025-01-23,damaged_item,email,23.8,-0.19,0
TKT000956,CUST01159,2025-04-14,general_query,call,28.8,-1,0
TKT000957,CUST01160,2025-04-24,product_reaction,email,23.1,-0.61,0
TKT000958,CUST01161,2025-04-25,late_delivery,chat,5.6,0.23,0
TKT000959,CUST01161,2024-09-29,wrong_item,chat,19.0,0.61,1
TKT000960,CUST01163,2024-09-30,refund_delay,call,45.1,-0.4,0
TKT000961,CUST01166,2025-02-09,wrong_item,email,37.8,-0.76,1
TKT000962,CUST01166,2025-08-29,refund_delay,email,42.9,-0.58,1
TKT000963,CUST01167,2025-04-24,general_query,call,23.4,0.06,0
TKT000964,CUST01169,2025-08-12,general_query,call,38.9,-1,1
TKT000965,CUST01170,2025-02-26,damaged_item,chat,16.2,0.46,0
TKT000966,CUST01173,2024-11-19,damaged_item,email,17.1,-0.65,0
TKT000967,CUST01174,2025-03-17,product_reaction,call,13.8,-0.6,0
TKT000968,CUST01180,2025-08-24,late_delivery,call,23.0,-0.53,0
TKT000969,CUST01180,2025-09-13,late_delivery,call,27.1,-0.2,0
TKT000970,CUST01181,2025-05-24,wrong_item,chat,26.4,0.36,0
TKT000971,CUST01183,2025-03-02,payment_issue,chat,5.3,-0.07,0
TKT000972,CUST01185,2024-11-01,refund_delay,chat,28.6,-0.84,1
TKT000973,CUST01185,2025-04-11,general_query,chat,17.4,-0.09,0
TKT000974,CUST01186,2025-05-05,refund_delay,chat,21.6,0.11,0
TKT000975,CUST01187,2025-09-15,damaged_item,email,16.7,-1,0
TKT000976,CUST01188,2025-07-03,late_delivery,call,21.0,-0.54,1
TKT000977,CUST01188,2025-06-20,late_delivery,call,24.6,-1,0
TKT000978,CUST01189,2025-04-29,late_delivery,chat,19.4,0.07,0
TKT000979,CUST01194,2025-07-19,refund_delay,call,24.0,-1,0
TKT000980,CUST01194,2024-11-18,damaged_item,chat,9.6,0.43,0
TKT000981,CUST01195,2025-06-30,refund_delay,email,29.2,-0.95,0
TKT000982,CUST01196,2025-05-06,damaged_item,chat,1,-0.06,0
TKT000983,CUST01198,2025-09-05,damaged_item,call,11.7,0.26,0
TKT000984,CUST01199,2024-08-22,general_query,call,29.0,-1,0
TKT000985,CUST01201,2025-03-23,wrong_item,call,31.8,-0.78,0
TKT000986,CUST01201,2025-04-28,damaged_item,email,56.9,-1,0
TKT000987,CUST01201,2024-05-05,general_query,email,14.0,-0.26,0
TKT000988,CUST01201,2024-05-22,payment_issue,chat,37.1,-0.33,1
TKT000989,CUST01203,2025-02-01,late_delivery,email,5.1,0.38,0
TKT000990,CUST01204,2025-04-02,product_reaction,call,32.4,-0.5,1
TKT000991,CUST01204,2024-12-29,refund_delay,call,47.1,-1,0
TKT000992,CUST01209,2024-04-25,refund_delay,call,53.6,-1,0
TKT000993,CUST01211,2025-07-11,general_query,chat,1,0.62,0
TKT000994,CUST01211,2025-05-07,product_reaction,email,30.2,-1,0
TKT000995,CUST01211,2025-09-30,general_query,call,11.0,0.06,0
TKT000996,CUST01211,2025-02-17,payment_issue,chat,18.0,0.29,0
TKT000997,CUST01212,2024-11-15,general_query,chat,38.7,-0.8,0
TKT000998,CUST01212,2025-04-08,general_query,call,9.9,-0.17,0
TKT000999,CUST01213,2025-04-22,late_delivery,call,30.3,-1,0
TKT001000,CUST01218,2024-08-30,refund_delay,chat,20.7,-0.53,1
TKT001001,CUST01219,2025-05-07,damaged_item,email,15.7,0.43,0
TKT001002,CUST01219,2025-07-11,product_reaction,chat,50.1,-1,0
TKT001003,CUST01223,2025-05-13,general_query,call,2.0,0.13,0
TKT001004,CUST01225,2025-07-07,product_reaction,email,31.9,-0.95,0
TKT001005,CUST01226,2025-08-29,late_delivery,call,14.3,-0.33,0
TKT001006,CUST01226,2025-04-20,late_delivery,call,24.8,-0.92,0
TKT001007,CUST01227,2025-07-16,product_reaction,chat,43.2,-0.98,1
TKT001008,CUST01229,2024-05-22,general_query,call,9.8,-0.41,0
TKT001009,CUST01233,2024-12-25,general_query,email,13.7,-0.26,0
TKT001010,CUST01236,2024-12-09,damaged_item,email,15.6,-0.57,0
TKT001011,CUST01237,2025-02-17,general_query,email,18.0,-0.05,0
TKT001012,CUST01238,2025-07-28,product_reaction,call,19.3,-0.45,1
TKT001013,CUST01242,2025-07-04,late_delivery,chat,6.8,0.09,0
TKT001014,CUST01242,2025-03-15,wrong_item,email,28.1,-1,1
TKT001015,CUST01243,2025-06-24,product_reaction,call,39.2,-0.22,0
TKT001016,CUST01244,2025-08-28,refund_delay,email,49.1,-1,0
TKT001017,CUST01246,2024-10-08,refund_delay,call,49.8,-0.64,1
TKT001018,CUST01247,2025-09-30,product_reaction,email,44.4,-1,0
TKT001019,CUST01250,2025-04-18,product_reaction,call,24.3,-0.93,0
TKT001020,CUST01251,2024-07-22,refund_delay,chat,39.2,-0.86,1
TKT001021,CUST01251,2024-07-06,damaged_item,email,40.3,-0.42,0
TKT001022,CUST01251,2024-06-24,general_query,email,25.8,-0.47,0
TKT001023,CUST01251,2024-12-13,general_query,call,46.5,-0.89,1
TKT001024,CUST01254,2025-07-24,refund_delay,call,27.1,-1,0
TKT001025,CUST01255,2025-07-15,damaged_item,email,19.0,-0.55,1
TKT001026,CUST01256,2024-12-19,payment_issue,call,21.9,-0.74,1
TKT001027,CUST01257,2025-09-04,refund_delay,chat,43.6,-1,0
TKT001028,CUST01257,2024-09-04,refund_delay,chat,39.6,0.04,1
TKT001029,CUST01258,2025-01-14,wrong_item,chat,1,-0.67,1
TKT001030,CUST01259,2025-07-09,general_query,chat,1,-0.62,0
TKT001031,CUST01259,2025-02-23,refund_delay,chat,27.8,0.34,0
TKT001032,CUST01259,2025-03-01,wrong_item,call,33.9,-0.98,0
TKT001033,CUST01263,2025-06-27,general_query,email,13.1,-0.46,0
TKT001034,CUST01263,2025-07-30,late_delivery,email,23.2,0.01,0
TKT001035,CUST01263,2025-01-06,damaged_item,email,24.8,-0.97,0
TKT001036,CUST01266,2024-05-17,refund_delay,call,48.8,-0.77,1
TKT001037,CUST01266,2025-06-02,product_reaction,chat,54.8,-0.8,0
TKT001038,CUST01267,2025-08-13,refund_delay,chat,19.9,-0.4,0
TKT001039,CUST01268,2025-09-22,late_delivery,email,21.0,-0.35,1
TKT001040,CUST01268,2024-08-17,late_delivery,chat,70.1,-1,0
TKT001041,CUST01270,2025-08-16,refund_delay,email,36.1,-1,0
TKT001042,CUST01273,2025-05-13,product_reaction,chat,46.6,-1,0
TKT001043,CUST01274,2024-10-25,general_query,chat,22.3,-0.26,0
TKT001044,CUST01274,2024-09-21,late_delivery,call,31.3,0.44,0
TKT001045,CUST01274,2024-08-04,damaged_item,email,15.3,-0.56,0
TKT001046,CUST01275,2025-04-09,late_delivery,email,15.7,0.23,0
TKT001047,CUST01276,2025-03-13,product_reaction,chat,39.1,-1,0
TKT001048,CUST01278,2024-04-04,late_delivery,call,13.4,-0.71,0
TKT001049,CUST01279,2025-06-25,refund_delay,chat,29.5,-0.26,0
TKT001050,CUST01282,2025-07-24,late_delivery,chat,24.9,0.17,0
TKT001051,CUST01283,2025-08-05,late_delivery,email,1,-0.53,0
TKT001052,CUST01283,2025-04-13,payment_issue,chat,20.2,-0.9,0
TKT001053,CUST01283,2025-05-31,wrong_item,email,26.3,-0.58,0
TKT001054,CUST01284,2024-09-25,wrong_item,email,21.9,-0.4,1
TKT001055,CUST01285,2024-08-13,late_delivery,email,14.4,-1,0
TKT001056,CUST01287,2024-12-10,product_reaction,call,27.2,0.43,0
TKT001057,CUST01291,2025-01-31,product_reaction,chat,39.0,-0.51,0
TKT001058,CUST01293,2024-11-11,payment_issue,email,19.6,-0.41,0
TKT001059,CUST01295,2025-06-10,payment_issue,email,25.0,-0.73,1
TKT001060,CUST01297,2025-08-25,late_delivery,email,51.5,-0.56,1
TKT001061,CUST01297,2025-06-25,product_reaction,call,27.2,-0.28,1
TKT001062,CUST01298,2024-05-11,general_query,email,15.1,-0.18,0
TKT001063,CUST01300,2025-07-20,damaged_item,email,11.4,0.71,0
TKT001064,CUST01301,2025-05-21,damaged_item,chat,23.4,0.72,0
TKT001065,CUST01301,2025-04-01,product_reaction,email,65.9,-1,0
TKT001066,CUST01303,2025-09-20,general_query,call,10.9,-0.12,0
TKT001067,CUST01303,2025-03-23,wrong_item,email,1,0.77,0
TKT001068,CUST01304,2025-01-12,payment_issue,chat,22.1,-0.55,0
TKT001069,CUST01306,2024-02-09,payment_issue,call,1,0.18,0
TKT001070,CUST01310,2024-11-24,general_query,call,15.5,-1,0
TKT001071,CUST01310,2025-05-09,refund_delay,call,40.6,-0.71,1
TKT001072,CUST01310,2024-09-11,general_query,chat,14.0,0.04,0
TKT001073,CUST01311,2025-05-11,damaged_item,email,35.7,-0.88,0
TKT001074,CUST01313,2024-07-01,damaged_item,call,23.5,0.0,1
TKT001075,CUST01314,2024-07-02,damaged_item,call,1,0.18,0
TKT001076,CUST01314,2024-10-31,refund_delay,chat,26.8,-0.23,0
TKT001077,CUST01316,2025-06-03,general_query,chat,38.3,-0.49,0
TKT001078,CUST01320,2025-01-05,refund_delay,chat,37.4,-0.7,0
TKT001079,CUST01321,2025-05-30,general_query,chat,15.7,-0.26,0
TKT001080,CUST01321,2025-04-13,payment_issue,email,36.9,-0.55,1
TKT001081,CUST01321,2024-12-05,late_delivery,email,29.6,-0.78,0
TKT001082,CUST01325,2024-12-04,product_reaction,chat,43.5,-0.77,1
TKT001083,CUST01325,2024-09-26,late_delivery,call,16.9,0.03,0
TKT001084,CUST01329,2025-04-20,wrong_item,email,24.8,-1,0
TKT001085,CUST01330,2025-06-03,wrong_item,call,3.5,-0.26,0
TKT001086,CUST01331,2025-05-17,refund_delay,chat,41.9,-1,0
TKT001087,CUST01331,2025-09-19,wrong_item,chat,21.9,0.26,0
TKT001088,CUST01334,2025-04-05,payment_issue,email,9.3,-0.0,0
TKT001089,CUST01335,2025-07-29,refund_delay,email,38.9,-1,1
TKT001090,CUST01338,2025-09-30,refund_delay,email,35.8,-0.74,0
TKT001091,CUST01339,2025-05-03,general_query,call,19.9,0.27,0
TKT001092,CUST01343,2025-04-19,refund_delay,call,37.4,-0.95,0
TKT001093,CUST01346,2024-09-29,product_reaction,email,35.7,-0.22,0
TKT001094,CUST01346,2025-02-26,damaged_item,email,7.7,0.3,0
TKT001095,CUST01348,2024-07-27,wrong_item,email,30.0,-0.84,0
TKT001096,CUST01350,2025-04-02,product_reaction,call,43.3,-0.48,1
TKT001097,CUST01351,2025-09-10,payment_issue,call,21.1,-0.54,1
TKT001098,CUST01352,2025-06-09,product_reaction,call,44.9,-0.4,0
TKT001099,CUST01352,2025-04-23,payment_issue,email,16.9,-0.41,0
TKT001100,CUST01353,2025-07-22,general_query,email,12.4,-0.28,0
TKT001101,CUST01354,2025-09-11,payment_issue,email,10.0,0.13,0
TKT001102,CUST01356,2025-08-21,payment_issue,call,15.5,-0.4,0
TKT001103,CUST01359,2024-10-10,damaged_item,chat,25.2,-0.28,0
TKT001104,CUST01359,2025-06-27,product_reaction,email,38.2,-0.41,1
TKT001105,CUST01359,2025-04-20,late_delivery,email,27.1,-0.42,0
TKT001106,CUST01360,2024-10-18,wrong_item,email,19.7,0.35,0
TKT001107,CUST01360,2024-12-08,late_delivery,email,5.6,0.06,0
TKT001108,CUST01362,2024-10-28,damaged_item,call,33.1,-1,1
TKT001109,CUST01362,2024-10-24,late_delivery,call,12.5,-0.87,0
TKT001110,CUST01366,2025-03-20,refund_delay,call,44.2,-0.61,0
TKT001111,CUST01367,2025-08-15,late_delivery,call,32.8,-0.63,0
TKT001112,CUST01369,2025-09-18,payment_issue,chat,28.7,-0.5,0
TKT001113,CUST01371,2025-09-29,product_reaction,email,19.7,-0.32,0
TKT001114,CUST01372,2025-07-23,wrong_item,call,20.3,-0.24,0
TKT001115,CUST01377,2025-09-23,general_query,email,27.9,-0.51,1
TKT001116,CUST01380,2025-01-03,late_delivery,call,27.9,-0.36,0
TKT001117,CUST01382,2025-09-30,refund_delay,email,57.0,-1,1
TKT001118,CUST01383,2025-09-10,general_query,call,16.3,-0.66,0
TKT001119,CUST01384,2025-05-11,refund_delay,email,36.2,-1,0
TKT001120,CUST01384,2024-10-15,product_reaction,email,52.3,-1,1
